CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Pollutant_Level
0.8,931.25,-200,2.09710498172778,591.25,101.9,1014.75,88.8,1014.75,703.75,6.2999999523163,70.075000762939,0.67333601051059,Mid
-200.0,962.5,-200,6.52378663447908,835.75,-200.0,1085.25,-200.0,1429.0,919.75,16.024999856949,47.900000572205,0.865914207833716,Normal
0.9,1012.0,-200,3.50400553087809,682.5,117.2,800.75,93.0,1072.5,816.25,14.174999952316,51.449999809265,0.827453516058962,Mid
0.9,930.75,-200,2.615500324411,627.25,116.6,947.75,98.2,859.75,910.5,2.3249999880791,58.924999237061,0.431716583311086,Mid
2.2,-200.0,-200,-200.0,-200.0,433.0,-200.0,119.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
2.2,1241.75,-200,8.89596140232891,935.25,296.7,583.5,164.1,1326.5,1127.0,15.799999952316,51.299999237061,0.914356122052707,High
-200.0,1120.25,-200,8.01377298709061,899.75,-200.0,810.5,-200.0,1462.25,1110.75,23.574999809265,50.425000190735,1.4469667715659,Normal
0.7,947.0,-200,2.1303704321581,593.66666666667,24.0,1300.0,36.0,1390.0,580.33333333333,14.46666653951,62.966665903727,1.03161668269938,Normal
-200.0,1248.5,-200,17.9940167226239,1239.25,-200.0,540.0,-200.0,1953.0,1284.75,22.049999713898,59.275000572205,1.55231039676669,Normal
2.6,901.0,-200,4.66841021340003,746.5,216.0,1000.5,114.0,1020.0,656.75,9.6000001430511,52.449999809265,0.627578815961139,High
1.5,1030.5,-200,7.25828358606378,868.0,63.0,798.25,79.0,1634.25,689.5,28.974999904633,46.075000762939,1.81405657716926,Mid
1.6,1001.5,-200,7.83845417748981,892.5,165.0,1009.75,111.0,1394.0,775.0,17.474999904633,30.875,0.611076470986513,High
2.2,1183.0,-200,10.9704011447808,1013.25,310.4,631.5,127.7,1305.75,1185.75,10.174999952316,61.47500038147,0.763820827276794,High
-200.0,974.5,-200,11.0747737049721,1017.0,-200.0,930.0,-200.0,1668.0,800.75,26.950000286102,29.349999904633,1.0276812181922,Normal
5.8,1669.0,-200,32.7884975367695,1615.0,760.0,403.5,166.0,2232.25,1963.0,24.025000095367,55.0,1.62111513817113,High
3.2,1164.25,-200,20.3272119063461,1305.5,259.0,648.25,198.0,1885.5,1217.5,35.525000572205,19.125,1.08883263777963,High
0.1,1126.5,-200,7.63501730072907,884.0,248.4,704.0,135.8,1173.0,983.0,4.0499999523163,80.375,0.663044604408467,High
1.0,894.75,-200,2.93620433550617,648.0,135.4,1000.5,100.3,875.25,839.25,4.3999999165535,53.074999809265,0.448422532149529,High
1.8,1043.5,-200,9.17725200931916,946.25,138.0,1008.5,119.0,1593.5,885.75,19.324999809265,46.324999809265,1.02787779886336,High
2.3,1172.75,-200,14.4226323138656,1130.25,208.0,647.75,120.0,1885.0,1401.0,23.224999904633,43.925000190735,1.23437693744096,High
-200.0,925.75,-200,7.26993335753569,868.5,101.0,925.0,99.0,1470.25,655.25,32.77499961853,22.175000190735,1.08345360179083,Mid
0.8,792.5,-200,3.86591433757495,703.25,48.0,1222.25,64.0,1438.5,626.5,18.699999809265,49.0,1.04622031516095,Mid
0.5,800.5,-200,0.945424725616775,493.5,73.2,1324.0,57.5,753.5,394.5,1.625,51.02499961853,0.356114624092563,Mid
1.9,937.0,-200,9.05532769248143,941.5,226.0,851.5,90.0,1276.0,772.5,22.27499961853,29.525000095367,0.783756050744226,Mid
0.6,846.75,-200,2.71425953178435,633.75,-200.0,1012.0,-200.0,1258.25,524.75,24.0,43.749999046326,1.28760767977992,Normal
1.3,957.0,-200,4.10947004275405,716.75,-200.0,910.75,-200.0,1322.0,578.5,25.349999904633,36.900000572205,1.17636642594609,Normal
4.9,1351.75,-200,23.2855057495762,1385.0,280.0,562.5,197.0,2205.0,1661.25,34.02499961853,32.925000667572,1.72507380394859,High
1.3,1003.25,-200,4.67806289427276,747.0,-200.0,843.25,-200.0,1289.0,805.75,14.075000286102,84.75,1.35436079465164,Normal
3.4,1331.5,-200,15.4602468842306,1163.0,445.0,548.25,134.0,1663.5,1522.0,18.849999904633,62.675000190735,1.35062783514669,High
1.0,900.5,-200,6.48488837579844,834.0,102.0,1177.0,103.0,1407.75,737.75,20.10000038147,35.02499961853,0.814914520661087,High
0.9,798.0,-200,2.34660763980062,609.0,213.4,1121.5,109.3,659.5,471.5,3.0500000119209,29.074999809265,0.223950348773288,High
1.2,978.75,-200,6.139279509279,818.25,57.0,797.0,72.0,1589.5,731.5,28.199999809265,45.875,1.72722431963358,Mid
4.2,1620.5,269,18.2693103571497,1247.25,283.0,762.0,159.0,1860.0,1885.5,15.325000047684,46.775000572205,0.809124428576824,High
1.7,1004.5,-200,8.25829945796103,909.75,109.0,880.75,84.0,1670.25,751.25,28.424999713898,34.449999809265,1.31403867786647,Mid
2.6,1111.25,-200,13.0548284735009,1085.5,114.0,786.5,107.0,1802.25,823.5,33.175000190735,23.724999904633,1.18546062275385,High
1.3,1061.5,-200,8.38792828175188,915.0,232.0,791.5,83.0,1578.75,928.75,20.825000286102,62.174999237061,1.51192270870184,Mid
1.3,986.75,116,4.30327119347217,727.25,73.0,1212.75,70.0,1244.0,501.75,18.199999809265,28.25,0.584836833830443,Mid
7.7,1834.5,-200,39.9583513798135,1770.0,826.0,358.25,172.0,2474.25,2073.0,23.900000095367,61.824999809265,1.80878069259987,High
1.8,1077.25,-200,9.64557222773208,964.25,163.0,748.5,93.0,1571.25,923.25,22.924999713898,62.049999237061,1.71269783763955,Mid
-200.0,989.75,-200,6.7592549148522,846.25,-200.0,946.75,-200.0,1502.75,714.75,19.500000476837,43.275000572205,0.970568269298919,Normal
1.2,1079.5,-200,4.38749186804449,731.75,141.5,747.5,111.1,1086.5,1093.25,13.299999952316,51.425000190735,0.782142397585989,High
-200.0,979.25,-200,1.5250733067473,546.75,72.8,951.5,54.8,1038.5,470.0,9.75,68.925001144409,0.83286854875797,Mid
-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Normal
4.4,1405.75,-200,27.1755307335385,1483.25,581.0,478.25,139.0,1766.5,1708.0,7.5500000715256,70.550001144409,0.737072970233582,High
-200.0,919.25,-200,2.99185135057423,651.5,-200.0,953.0,-200.0,1045.0,712.0,9.9249999523163,61.349999427795,0.7498911475293,Normal
3.9,1437.5,-200,19.931436447585,1294.5,567.1,470.25,159.8,1620.0,1577.25,12.349999904633,63.000000953674,0.901485456805186,High
3.1,1393.75,-200,63.7414764482916,2214.0,801.0,411.0,218.0,1628.5,2310.75,6.2250000238419,51.800000190735,0.495230589277921,High
1.1,868.75,-200,3.84368432266309,702.0,159.0,1019.25,103.0,890.75,842.25,11.875,32.35000038147,0.448930922842977,High
2.3,1452.25,-200,12.3891620764281,1063.0,142.0,855.5,110.0,1774.25,1146.0,18.474999427795,46.27499961853,0.974415793522226,High
0.8,974.5,38,2.19057676096473,598.0,63.0,1267.5,73.0,1292.75,536.0,13.400000095367,56.025000572205,0.857574680294147,Mid
-200.0,758.25,-200,1.18671985537499,517.0,15.0,1625.0,22.0,1294.0,350.75,13.100000143051,67.125,1.00793587476614,Normal
2.1,1013.5,-200,10.9218382079334,1011.5,156.0,795.0,125.0,1548.0,851.25,34.424999237061,19.875,1.06474149638664,High
-200.0,1213.5,-200,11.2145919841016,1022.0,-200.0,645.0,-200.0,1592.0,1235.25,21.325000286102,63.02499961853,1.57978908020924,Normal
-200.0,1311.25,-200,19.379394296493,1279.0,-200.0,647.5,-200.0,1990.5,1519.5,18.14999961853,51.125000953674,1.05513000989208,Normal
1.6,1044.0,135,8.00770000240378,899.5,137.0,934.0,96.0,1470.75,919.25,13.799999952316,47.35000038147,0.743540942485147,Mid
0.9,913.5,-200,5.77005420290099,801.0,42.0,964.75,57.0,1608.75,908.25,22.324999809265,50.64999961853,1.34858023053852,Mid
1.6,977.5,-200,6.40738960277856,830.5,257.0,806.75,116.0,1257.25,838.0,14.899999856949,62.525000572205,1.05290794758427,High
-200.0,906.0,-200,3.31833083781329,671.5,-200.0,948.25,-200.0,1377.25,742.0,20.050000190735,65.324999809265,1.51525972596888,Normal
1.6,1046.75,-200,8.22142084009493,908.25,119.0,912.5,89.0,1458.25,981.25,19.224999427795,35.425000667572,0.781211950313344,Mid
0.4,842.25,-200,3.05599251157279,655.5,40.0,1080.25,48.0,1427.25,619.75,20.400000095367,52.625,1.24702172507338,Normal
1.6,-200.0,-200,-200.0,-200.0,96.0,-200.0,92.0,-200.0,-200.0,-200.0,-200.0,-200.0,Mid
3.6,1339.75,-200,18.5637601101182,1255.75,556.0,536.5,119.0,1842.25,1297.0,18.474999904633,76.200000762939,1.60454861173702,High
2.6,1072.0,-200,14.104214213179,1120.0,124.0,710.75,100.0,1837.5,1044.75,23.749999523163,46.02499961853,1.33455574490931,Mid
-200.0,1043.75,-200,9.70480986554772,966.5,-200.0,672.0,-200.0,1539.75,1132.75,27.375000476837,41.449999809265,1.48772236999603,Normal
1.1,938.75,59,4.80920485524973,753.75,74.0,1168.75,64.0,1383.75,797.25,8.0500001907349,70.449998855591,0.76092494567913,Mid
1.9,968.0,-200,8.97230666417856,938.25,311.1,789.75,160.6,896.5,836.0,9.7249999046326,18.599999904633,0.224388253405498,High
1.4,919.25,-200,5.64915415572552,795.25,315.0,2327.0,110.0,997.5,821.75,12.25,35.77499961853,0.508626249256733,High
1.3,1008.5,-200,7.03845365481648,858.5,132.0,944.25,102.0,1420.0,1016.0,16.025000095367,38.050000190735,0.687850435761135,High
-200.0,1146.5,-200,9.50142064589405,958.75,-200.0,872.0,-200.0,1387.25,795.75,35.949999809265,20.324999809265,1.18453681691922,Normal
2.5,1141.5,-200,13.9499892498127,1115.0,144.0,775.75,96.0,1734.75,1090.75,24.325000286102,29.75,0.892642549946518,Mid
0.3,733.75,-200,1.41891133063549,537.75,19.0,1448.5,30.0,1400.0,513.75,20.974999904633,53.10000038147,1.30306103007998,Normal
2.1,1005.75,-200,11.9608642859333,1048.25,147.0,924.5,114.0,1416.25,966.25,21.249999523163,18.874999523163,0.470977511621574,High
-200.0,1216.75,-200,12.8090269432803,1077.25,-200.0,602.75,-200.0,1628.0,1269.5,18.974999904633,71.60000038147,1.55487850442734,Normal
0.6,810.25,-200,3.83480762376084,701.5,15.0,1092.5,24.0,1528.5,611.75,21.275000095367,54.85000038147,1.37071654422636,Normal
4.3,1521.25,-200,16.9190745653197,1207.5,681.2,496.75,179.3,1549.25,1769.75,12.174999952316,65.800001144409,0.930988815361204,High
-200.0,1327.0,-200,17.7631252012208,1232.5,-200.0,581.75,-200.0,1968.0,1402.5,22.474999904633,68.89999961853,1.85111298431169,Normal
2.9,1204.0,-200,16.8189674064641,1204.5,193.0,728.5,101.0,1983.5,1138.75,14.650000095367,58.450000762939,0.968820844865274,High
0.4,872.75,-200,0.859262539688992,484.5,78.0,1305.25,67.0,1082.5,511.5,10.700000047684,80.700000762939,1.03766036302157,Mid
-200.0,1299.25,-200,17.8997963583572,1236.5,-200.0,553.25,-200.0,1803.75,1350.25,17.599999904633,69.200000762939,1.38028410364213,Normal
2.3,1090.5,-200,11.6955546517067,1039.0,-200.0,698.5,-200.0,1586.25,922.75,29.625,27.474999904633,1.12286674714702,Normal
3.4,1294.75,-200,16.8439704502762,1205.25,668.0,537.75,128.0,1578.5,1476.25,16.424999713898,61.85000038147,1.14649824703894,High
-200.0,1188.0,-200,6.36328304931356,828.5,-200.0,929.5,-200.0,1539.75,785.25,15.300000190735,60.799999237061,1.0500739300147,Normal
1.7,1199.75,-200,11.1935715776981,1021.25,223.0,677.5,101.0,1509.75,1156.5,24.625000476837,44.124999046326,1.34771841964047,High
7.3,-200.0,-200,-200.0,-200.0,1137.0,-200.0,214.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
1.2,1008.5,-200,2.81068803712354,640.0,151.3,914.5,114.6,996.25,612.75,8.3999998569489,56.324999809265,0.622650915030427,High
1.0,862.75,-200,3.26844176867175,668.5,198.2,992.5,132.5,776.25,511.25,11.250000238419,24.900000095367,0.331833151352178,High
3.8,1283.5,-200,18.3384120462627,1249.25,363.0,582.0,167.0,1842.25,1299.75,24.60000038147,53.974999427795,1.64612966255237,High
2.7,1403.25,-200,15.060586200173,1150.5,147.0,747.0,125.0,1820.25,1124.75,25.47500038147,37.35000038147,1.19951296288956,High
1.6,1046.0,-200,8.03200371642548,900.5,69.0,848.5,94.0,1463.5,722.0,37.39999961853,17.049999713898,1.07569937069439,Mid
4.1,1580.25,644,19.9493542369401,1295.0,230.0,639.25,115.0,1956.5,1488.75,13.224999904633,61.14999961853,0.925598829986004,High
1.6,1091.5,-200,9.71140136834061,966.75,104.0,800.5,99.0,1773.5,910.25,26.999999523163,39.925000190735,1.40204244330212,Mid
-200.0,861.0,-200,4.34061668290384,729.25,22.0,942.25,40.0,1479.25,683.5,27.075000286102,38.64999961853,1.36321345379905,Normal
-200.0,1051.25,-200,9.26107415981969,949.5,-200.0,715.0,-200.0,1644.0,748.25,31.500000476837,34.449999332428,1.56652539228939,Normal
-200.0,1223.25,-200,14.7834830353623,1141.75,145.0,777.75,88.0,1965.0,1084.25,26.22500038147,46.39999961853,1.55727262439164,Mid
-200.0,943.0,-200,7.15958235229276,863.75,-200.0,830.5,-200.0,1296.75,814.0,17.449999332428,48.324999809265,0.954960337554431,Normal
3.1,1099.5,-200,16.7191136296755,1201.5,154.0,732.0,148.0,1856.25,1003.5,30.750000476837,28.699999809265,1.25070739514652,High
1.0,912.75,26,2.64572150961059,629.25,47.0,1564.5,53.0,1252.25,551.75,8.2499998807907,60.824998855591,0.66574436040631,Mid
0.4,919.25,-200,4.95177911494869,761.0,212.0,910.75,122.0,941.75,1044.25,3.3250000476837,57.97500038147,0.455078644599544,High
2.0,1033.75,-200,9.85026336027343,972.0,230.0,747.25,115.0,1437.25,1117.75,23.875,38.074998855591,1.11228347149697,High
1.8,1220.25,-200,5.66486180639104,796.0,284.7,652.25,121.2,1366.75,896.0,13.89999961853,83.575000762939,1.32077899311868,High
0.4,973.25,-200,5.58130267917653,792.0,53.0,977.25,70.0,1356.0,620.25,41.425000190735,11.849999904633,0.928205597513415,Mid
0.5,804.25,31,1.05546264526771,504.5,34.0,1718.0,37.0,1148.0,328.75,12.849999904633,49.300000190735,0.728502275503317,Normal
2.4,1194.75,-200,15.2199149039576,1155.5,153.0,620.5,99.0,1897.25,1345.5,27.824999332428,39.85000038147,1.46815457308179,Mid
3.2,1438.5,224,15.3158550496017,1158.5,193.0,764.25,125.0,1856.25,1494.25,15.699999809265,60.150000572205,1.06537155496259,High
5.4,1416.5,-200,24.1148246526172,1406.5,1110.0,490.25,190.0,1709.25,1488.25,10.225000143051,82.25,1.02529589960229,High
-200.0,763.25,-200,0.403134203465425,428.25,31.1,1532.25,30.3,756.5,296.25,3.8500000238419,50.924999237061,0.414392666719817,Normal
-200.0,938.5,-200,2.9322466012759,647.75,-200.0,948.5,-200.0,1084.25,680.25,10.200000047684,66.875,0.832275274618271,Normal
1.7,1034.0,-200,7.43386555347676,875.5,291.0,739.75,66.0,1304.75,967.5,11.450000047684,81.72500038147,1.10334389667546,Mid
0.8,923.25,-200,2.16617656976075,596.25,102.9,908.25,71.7,1147.5,762.25,13.424999952316,70.400001525879,1.07933703565422,Mid
1.2,914.75,-200,5.25237752206223,776.0,86.0,1029.0,72.0,1544.25,616.25,25.525000095367,38.27499961853,1.23284365054846,Mid
1.0,-200.0,-200,-200.0,-200.0,244.0,-200.0,82.0,-200.0,-200.0,-200.0,-200.0,-200.0,Mid
1.9,986.5,-200,10.0367184726305,979.0,130.0,922.75,101.0,1514.75,961.75,25.500000476837,25.550000190735,0.82175913156381,High
1.4,904.75,-200,5.66486180639104,796.0,288.0,900.0,146.1,767.0,698.75,9.5999999046326,18.77499961853,0.224648081765186,High
-200.0,836.75,-200,5.93473006780172,808.75,60.0,939.75,78.0,1354.5,615.0,25.174999713898,27.700000286102,0.874005584282678,Mid
-200.0,1345.25,-200,10.4821022250221,995.5,-200.0,840.75,-200.0,1677.75,833.25,24.39999961853,36.0,1.08498945660865,Normal
0.5,731.75,-200,2.4081143469226,613.25,44.0,1272.75,40.0,1412.75,604.75,18.150000095367,54.050000190735,1.11549687735996,Normal
1.1,1040.25,-200,4.45820670299022,735.5,209.4,740.25,131.5,1098.75,1050.0,10.400000095367,58.425001144409,0.736680762057618,High
-200.0,1027.5,-200,9.54718666816959,960.5,-200.0,913.0,-200.0,1501.75,648.5,17.775000095367,38.499999046326,0.776321378388301,Normal
0.5,852.0,-200,2.82235579594124,640.75,83.0,1011.5,44.0,1172.25,710.0,16.974999666214,64.5,1.23743971635489,Normal
2.1,1029.5,-200,12.3015305191327,1060.0,245.0,705.0,118.0,1588.0,851.5,35.474999427795,21.175000190735,1.20222607295557,High
-200.0,981.5,-200,2.88493145450513,644.75,-200.0,922.25,-200.0,1107.25,708.0,8.7499997615814,83.02499961853,0.939312001040953,Normal
4.5,1494.0,-200,25.5310528362032,1442.5,467.0,454.25,119.0,2019.75,1795.25,22.299999713898,62.500000953674,1.66159145455173,High
8.6,1510.25,-200,27.9158196794944,1501.25,881.0,455.75,185.0,1901.0,1855.0,15.150000095367,57.450000762939,0.982862042677975,High
2.2,1302.5,-200,13.5371991036683,1101.5,402.5,535.5,116.4,1488.25,1323.25,11.824999809265,66.325000762939,0.917441843773968,High
3.2,-200.0,-200,-200.0,-200.0,407.0,-200.0,138.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
2.9,1226.5,-200,19.8508913566863,1292.25,214.0,660.75,104.0,2087.0,1326.5,21.724999904633,53.925000190735,1.38478447179896,High
2.6,1130.0,-200,11.3129094162381,1025.5,359.0,657.25,115.0,1373.5,1208.75,14.474999904633,60.449999809265,0.990908850071288,High
1.9,1032.5,-200,10.9010536447552,1010.75,89.0,681.0,93.0,1767.75,875.0,26.27499961853,51.25,1.7250933540381,Mid
-200.0,1085.75,-200,13.6437110193995,1105.0,144.0,710.25,131.0,1682.25,1108.75,29.64999961853,26.10000038147,1.06820081773535,High
3.4,1347.0,-200,13.0099891749196,1084.0,559.7,582.0,174.3,1290.0,2004.0,8.3000001907349,58.200000762939,0.639128591560959,High
0.9,-200.0,-200,-200.0,-200.0,48.0,-200.0,52.0,-200.0,-200.0,-200.0,-200.0,-200.0,Mid
2.3,1176.0,169,8.43753694441626,917.0,157.0,866.0,95.0,1559.5,1151.25,12.049999952316,67.85000038147,0.952280768266321,Mid
2.2,1196.5,-200,11.4186552507612,1029.25,-200.0,600.75,-200.0,1627.5,1361.5,25.97500038147,45.349999427795,1.49988229240203,Normal
-200.0,1302.25,-200,18.6943020078978,1259.5,-200.0,658.0,-200.0,1969.75,1471.25,22.97500038147,37.525000572205,1.03886783566097,Normal
1.6,1019.5,144,7.31661206728073,870.5,133.0,955.5,93.0,1425.5,911.25,12.600000143051,50.799999237061,0.738704773060115,Mid
0.6,858.75,-200,3.77291593711671,698.0,105.0,1253.75,89.0,1156.75,819.25,22.325000286102,33.64999961853,0.895947204077031,Mid
2.8,1309.5,-200,13.4537609571649,1098.75,414.4,558.5,157.5,1480.75,1444.75,13.849999666214,62.60000038147,0.986152104990541,High
-200.0,1206.5,-200,11.4823039835425,1031.5,-200.0,797.25,-200.0,1700.75,969.25,10.475000143051,79.049999237061,1.00163485830387,Normal
1.0,907.0,-200,3.65042314632486,691.0,111.0,927.0,71.0,1172.75,701.5,15.825000286102,59.89999961853,1.06932000015245,Mid
1.2,950.25,-200,5.37472598992882,782.0,127.0,861.75,69.0,1331.0,807.25,20.074999809265,62.60000038147,1.45427041774068,Mid
-200.0,1408.75,-200,20.2550060446258,1303.5,-200.0,500.25,-200.0,1829.0,1639.75,22.724999904633,60.800000190735,1.65819549351733,Normal
1.6,1019.75,140,7.20595822273249,865.75,116.0,971.75,84.0,1428.5,791.25,15.125,42.699999809265,0.729364043186945,Mid
1.9,1229.25,-200,9.0425340111442,941.0,220.0,680.25,68.0,1652.75,1040.0,24.775000095367,59.550000190735,1.83506855764719,Mid
2.0,1040.0,-200,7.85049202608833,893.0,296.0,722.75,150.4,1103.5,835.0,12.575000286102,38.47500038147,0.558582704566824,High
2.1,1122.0,238,10.4208830073907,993.25,132.0,858.75,95.0,1571.0,993.0,18.424999713898,34.224999904633,0.718456162923375,Mid
-200.0,939.25,-200,5.25745138261668,776.25,-200.0,878.5,-200.0,1258.5,913.0,18.300000190735,53.074999809265,1.10558495569308,Normal
1.0,-200.0,-200,-200.0,-200.0,46.0,-200.0,63.0,-200.0,-200.0,-200.0,-200.0,-200.0,Mid
-200.0,838.25,-200,3.80823004717008,700.0,112.0,936.25,41.0,1267.5,744.0,14.550000190735,79.875,1.31557428922592,Normal
-200.0,1004.0,-200,8.53088910572999,920.75,-200.0,699.0,-200.0,1495.25,1091.5,24.900000095367,47.85000038147,1.4854666546329,Normal
0.6,858.0,-200,2.56670697310786,624.0,24.0,1205.25,32.0,1434.25,543.0,16.650000095367,67.124999046326,1.26192294654772,Normal
5.7,1625.75,642,26.879757941795,1476.0,281.0,555.0,135.0,2355.75,1786.0,19.800000190735,58.625,1.33922170613215,High
2.7,1358.75,-200,14.5555472522342,1134.5,334.6,505.25,152.5,1499.5,1346.5,21.325000286102,37.75,0.946244159283818,High
7.9,1558.25,-200,22.9039987866547,1375.0,792.0,470.75,217.0,1562.5,2112.0,10.549999952316,51.075000762939,0.650341953142169,High
-200.0,872.5,-200,2.47029821052917,617.5,180.4,1036.0,123.5,993.5,616.5,5.3249999284744,75.85000038147,0.682415373892223,High
5.5,1372.25,-200,26.900111753065,1476.5,799.0,542.25,132.0,1973.25,1555.75,15.0,57.699999809265,0.977823055232908,High
2.0,1122.5,-200,11.0260140772189,1015.25,255.0,845.25,136.0,1469.5,1297.0,28.275000095367,30.125000476837,1.13915484192832,High
0.4,777.75,-200,0.329841976041309,417.0,27.0,1530.75,26.3,744.5,311.75,4.125,45.875000953674,0.380385024406794,Normal
4.0,1341.75,-200,22.970568497067,1376.75,261.0,566.75,181.0,2016.5,1515.0,37.125,21.275000095367,1.32229248566841,High
2.7,1182.0,-200,10.4480726745374,994.25,584.0,653.75,102.0,1431.0,1038.5,12.224999904633,85.099998474121,1.20794904491464,High
2.6,1151.75,185,12.352616700066,1061.75,138.0,928.0,103.0,1606.25,849.5,20.22500038147,28.5,0.668178382405952,High
4.8,1620.0,-200,24.6516771000786,1420.25,1097.8,435.75,223.9,1597.75,1970.5,5.2000000476837,76.175001144409,0.679559792231901,High
3.6,1172.75,-200,17.2461700813682,1217.25,298.0,625.0,112.0,1945.0,1357.75,21.324999809265,49.675001144409,1.24515704206584,High
-200.0,1107.25,-200,13.6589560519316,1105.5,135.0,727.25,129.0,1614.75,1023.5,41.749999046326,12.475000143051,0.994141699443895,High
-200.0,785.5,-200,2.22211948112538,600.25,-200.0,1163.75,-200.0,1131.5,510.75,14.75,57.924999237061,0.966223336702259,Normal
3.6,1424.0,-200,18.7117370538853,1260.0,-200.0,493.75,-200.0,1567.75,1442.0,5.6749999523163,79.675001144409,0.734000197984448,Normal
1.4,1031.75,-200,3.57258962054361,686.5,141.9,867.0,89.4,1109.0,878.0,9.7999999523163,70.699998855591,0.85712410861218,Mid
4.7,1440.25,-200,25.5410080476839,1442.75,232.0,634.5,162.0,2067.75,1594.0,25.75,27.025000095367,0.882076747199279,High
-200.0,830.0,-200,2.87838587265808,644.33333333333,17.0,1235.0,23.0,1487.0,524.0,19.60000038147,68.433331807454,1.54425393151459,Normal
-200.0,893.25,-200,7.55783602511084,880.75,-200.0,809.75,-200.0,1486.25,792.0,21.825000286102,48.599999427795,1.25559707556465,Normal
2.1,1078.25,-200,12.5505081403288,1068.5,109.0,782.25,126.0,1779.5,805.5,37.325000762939,21.900000095367,1.3760580546648,High
1.5,983.5,139,5.5449121388953,790.25,103.0,1131.0,92.0,1267.5,531.75,17.900000095367,26.800000667572,0.544606056773643,Mid
2.2,1242.5,-200,8.5996254884063,923.5,274.0,647.5,119.0,1250.25,1533.75,9.0250000953674,69.77499961853,0.803869769964578,High
2.7,1252.0,-200,25.3719945487658,1438.5,884.0,558.75,239.0,1383.25,1797.75,6.8249999284744,49.824999809265,0.495929987851201,High
0.2,726.0,-200,0.504816212868689,442.5,29.0,1662.5,26.0,942.0,362.5,8.0500001907349,68.60000038147,0.74094325637758,Normal
1.7,1055.0,-200,8.68744803988153,927.0,87.0,756.5,90.0,1519.75,715.75,36.924999237061,20.924999713898,1.2864195406442,Mid
0.7,992.0,-200,2.87315397168927,644.0,96.0,898.75,70.3,1127.5,854.25,11.774999856949,70.575000762939,0.973078181966799,Mid
2.3,1116.0,-200,12.7275360818239,1074.5,135.0,760.75,134.0,1784.0,1080.5,30.47500038147,30.375,1.30314662386323,High
1.3,1024.25,91,4.6828924219133,747.25,105.0,1136.0,75.0,1382.0,897.25,9.6500000953674,58.599998474121,0.703471529407807,Mid
1.4,937.5,-200,3.66781653150054,692.0,192.9,937.0,149.0,804.75,737.0,5.7750000953674,35.425001144409,0.328561467340327,High
-200.0,716.5,-200,1.8078355754266,569.5,-200.0,1325.5,-200.0,1109.5,368.25,33.300000190735,17.075000047684,0.859168517558005,Normal
2.6,1310.25,210,15.3639214753017,1160.0,153.0,694.75,94.0,1939.25,1224.25,21.39999961853,50.924999237061,1.28229892598625,Mid
0.9,886.5,-200,5.28793839309669,777.75,51.0,977.5,58.0,1387.0,500.25,27.174999713898,28.22500038147,1.00133099104452,Mid
0.3,800.5,30,0.672056530286279,463.5,-200.0,1749.0,-200.0,1154.0,340.0,16.125000238419,42.424999237061,0.771769502587721,Normal
-200.0,1149.75,-200,11.1655705274525,1020.25,180.0,686.25,116.0,1841.75,1168.5,26.474999904633,46.299999237061,1.57682607919595,High
-200.0,1226.0,-200,11.4115924816753,1029.0,-200.0,619.75,-200.0,1570.0,1264.75,20.375,62.375,1.47581103828721,Normal
4.1,1425.0,-200,27.2880812223311,1486.0,392.0,512.0,136.0,2305.0,1869.0,24.75,38.375000953674,1.18080045865462,High
3.2,1052.0,-200,18.4249455088345,1251.75,237.0,738.75,153.0,1729.25,1106.5,36.0,13.300000190735,0.777253931673258,High
1.7,1018.75,-200,5.49827350905706,788.0,226.0,827.75,85.0,1266.75,811.5,11.424999952316,83.674999237061,1.12784045899762,Mid
2.6,1241.25,-200,10.9149081448038,1011.25,395.1,545.0,162.7,1428.0,1274.0,18.25,49.425001144409,1.02637510768289,High
-200.0,1161.25,-200,11.0468998287296,1016.0,-200.0,849.25,-200.0,1641.75,1186.75,24.449999809265,30.900000095367,0.934048099907537,Normal
1.8,1238.75,66,7.35756037487877,872.25,104.0,985.0,99.0,1546.5,1250.25,14.825000047684,54.675001144409,0.916354325468305,Mid
1.7,1101.3333333333,-200,9.84142174488079,971.66666666667,75.0,818.66666666667,84.0,1713.6666666667,751.66666666667,34.400000254313,26.599999745687,1.42303633188185,Mid
2.0,1041.75,-200,6.47933957915683,833.75,304.0,807.5,106.0,1267.0,914.0,12.374999761581,77.549999237061,1.11147427682608,High
2.7,1184.0,-200,9.3841674128223,954.25,416.0,701.0,124.0,1313.25,1133.25,12.125,64.77499961853,0.913534577503898,High
0.7,807.5,-200,1.84339671403417,572.25,88.0,1729.25,57.0,953.75,468.0,12.049999713898,51.150000572205,0.717894779927536,Mid
-200.0,955.0,-200,5.99363775677734,811.5,-200.0,823.25,-200.0,1464.0,936.0,25.050000190735,40.050000190735,1.25438962703088,Normal
1.7,1022.0,-200,6.94104317588511,854.25,284.8,771.0,186.7,941.25,925.75,10.500000238419,27.775000095367,0.352509128919462,High
